City,City (ascii),Lat,Long,Country,ISO2,ISO3,State,State Abbreviation,Capital,Primary Capital,Admin Capital,Minor Capital,Population
Nuquí,Nuqui,5.6852,-77.2745,Colombia,CO,COL,Chocó,,,,,,2741
Cartago,Cartago,4.75,-75.91,Colombia,CO,COL,Valle del Cauca,,,,,,134827
Cali,Cali,3.4,-76.5,Colombia,CO,COL,Valle del Cauca,,admin,,TRUE,,2254000
Barranquilla,Barranquilla,10.96,-74.8,Colombia,CO,COL,Atlántico,,admin,,TRUE,,1798000
Barrancabermeja,Barrancabermeja,7.09,-73.85,Colombia,CO,COL,Santander,,,,,,191403
Yarumal,Yarumal,7.0306,-75.5905,Colombia,CO,COL,Antioquia,,,,,,35315
San Andrés,San Andres,12.5621,-81.6903,Colombia,CO,COL,San Andrés y Providencia,,admin,,TRUE,,58257
Riohacha,Riohacha,11.5403,-72.91,Colombia,CO,COL,La Guajira,,admin,,TRUE,,133186
Pereira,Pereira,4.8104,-75.68,Colombia,CO,COL,Risaralda,,admin,,TRUE,,568750
Armenia,Armenia,4.5343,-75.6811,Colombia,CO,COL,Quindío,,admin,,TRUE,,315328
Arjona,Arjona,10.26,-75.35,Colombia,CO,COL,Bolívar,,,,,,50405
Cartagena,Cartagena,10.3997,-75.5144,Colombia,CO,COL,Bolívar,,admin,,TRUE,,887000
Tunja,Tunja,5.5504,-73.37,Colombia,CO,COL,Boyacá,,admin,,TRUE,,161412
Honda,Honda,5.1903,-74.75,Colombia,CO,COL,Tolima,,,,,,35469
Puerto Carreño,Puerto Carreno,6.185,-67.493,Colombia,CO,COL,Vichada,,admin,,TRUE,,10216
Tolú,Tolu,9.5358,-75.572,Colombia,CO,COL,Sucre,,,,,,27390
El Carmen de Bolívar,El Carmen de Bolivar,9.7204,-75.13,Colombia,CO,COL,Bolívar,,,,,,60980
Arauca,Arauca,7.0907,-70.7616,Colombia,CO,COL,Arauca,,admin,,TRUE,,69264
Neiva,Neiva,2.931,-75.3302,Colombia,CO,COL,Huila,,admin,,TRUE,,352855
Campoalegre,Campoalegre,2.69,-75.33,Colombia,CO,COL,Huila,,,,,,22568
Puerto López,Puerto Lopez,4.09,-72.96,Colombia,CO,COL,Meta,,,,,,16678
Villavicencio,Villavicencio,4.1533,-73.635,Colombia,CO,COL,Meta,,admin,,TRUE,,374763
San Martín,San Martin,3.6904,-73.69,Colombia,CO,COL,Meta,,,,,,16273
El Banco,El Banco,9.0003,-73.98,Colombia,CO,COL,Magdalena,,,,,,54522
Sabanalarga,Sabanalarga,10.64,-74.92,Colombia,CO,COL,Atlántico,,,,,,68535
Turbo,Turbo,8.1004,-76.74,Colombia,CO,COL,Antioquia,,,,,,50508
Mocoa,Mocoa,1.15,-76.63,Colombia,CO,COL,Putumayo,,admin,,TRUE,,22035
Medellín,Medellin,6.275,-75.575,Colombia,CO,COL,Antioquia,,admin,,TRUE,,3297000
Yopal,Yopal,5.347,-72.406,Colombia,CO,COL,Casanare,,admin,,TRUE,,61029
Ipiales,Ipiales,0.8304,-77.65,Colombia,CO,COL,Nariño,,,,,,109618
Ocaña,Ocana,8.2404,-73.35,Colombia,CO,COL,Norte de Santander,,,,,,83511
San José del Guaviare,San Jose del Guaviare,2.57,-72.64,Colombia,CO,COL,Guaviare,,admin,,TRUE,,22136
San Vicente del Caguán,San Vicente del Caguan,2.0704,-74.64,Colombia,CO,COL,Caquetá,,,,,,1500
Puerto Berrío,Puerto Berrio,6.4804,-74.42,Colombia,CO,COL,Antioquia,,,,,,33983
Valledupar,Valledupar,10.48,-73.25,Colombia,CO,COL,Cesar,,admin,,TRUE,,308237
Soledad,Soledad,10.92,-74.77,Colombia,CO,COL,Atlántico,,,,,,698852
Bucaramanga,Bucaramanga,7.1301,-73.1259,Colombia,CO,COL,Santander,,admin,,TRUE,,1009000
Socorro,Socorro,6.4603,-73.27,Colombia,CO,COL,Santander,,,,,,24895
Duitama,Duitama,5.8305,-73.02,Colombia,CO,COL,Boyacá,,,,,,101156
Montería,Monteria,8.7575,-75.89,Colombia,CO,COL,Córdoba,,admin,,TRUE,,275198
Sogamoso,Sogamoso,5.72,-72.94,Colombia,CO,COL,Boyacá,,,,,,126551
Sonsón,Sonson,5.7166,-75.3166,Colombia,CO,COL,Antioquia,,,,,,18817
Cúcuta,Cucuta,7.92,-72.52,Colombia,CO,COL,Norte de Santander,,admin,,TRUE,,722146
Chiquinquirá,Chiquinquira,5.6204,-73.8199,Colombia,CO,COL,Boyacá,,,,,,53975
Guapi,Guapi,2.5604,-77.86,Colombia,CO,COL,Cauca,,,,,,13853
Buenaventura,Buenaventura,3.8724,-77.0505,Colombia,CO,COL,Valle del Cauca,,,,,,252805
Bogota,Bogota,4.5964,-74.0833,Colombia,CO,COL,Bogotá,,primary,TRUE,,,7772000
Pamplona,Pamplona,7.3904,-72.66,Colombia,CO,COL,Norte de Santander,,,,,,53587
Magangué,Magangue,9.23,-74.74,Colombia,CO,COL,Bolívar,,,,,,100313
Lorica,Lorica,9.2419,-75.816,Colombia,CO,COL,Córdoba,,,,,,52771
Ayapel,Ayapel,8.3304,-75.15,Colombia,CO,COL,Córdoba,,,,,,23639
Ciénaga,Cienaga,11.0104,-74.25,Colombia,CO,COL,Magdalena,,,,,,131171
Santa Marta,Santa Marta,11.2472,-74.2017,Colombia,CO,COL,Magdalena,,admin,,TRUE,,431781
Orocue,Orocue,4.7946,-71.34,Colombia,CO,COL,Casanare,,,,,,2835
Tuluá,Tulua,4.0904,-76.21,Colombia,CO,COL,Valle del Cauca,,,,,,165501
Manizales,Manizales,5.06,-75.52,Colombia,CO,COL,Caldas,,admin,,TRUE,,375848
Girardot,Girardot,4.31,-74.81,Colombia,CO,COL,Cundinamarca,,,,,,130289
Garzón,Garzon,2.2104,-75.65,Colombia,CO,COL,Huila,,,,,,56603
Florencia,Florencia,1.6104,-75.62,Colombia,CO,COL,Caquetá,,admin,,TRUE,,130337
Bello,Bello,6.33,-75.57,Colombia,CO,COL,Antioquia,,,,,,519670
Túquerres,Tuquerres,1.09,-77.6199,Colombia,CO,COL,Nariño,,,,,,33979
Juradó,Jurado,7.1217,-77.7564,Colombia,CO,COL,Chocó,,,,,,2351
Tame,Tame,6.4603,-71.74,Colombia,CO,COL,Arauca,,,,,,29099
Mitú,Mitu,1.1983,-70.1736,Colombia,CO,COL,Vaupés,,admin,,TRUE,,5917
Popayán,Popayan,2.42,-76.61,Colombia,CO,COL,Cauca,,admin,,TRUE,,258750
San José,San Jose,9.935,-84.0841,Costa Rica,CR,CRI,San José,,primary,TRUE,,,1284000
Sixaola,Sixaola,9.5204,-82.62,Costa Rica,CR,CRI,Limón,,,,,,1823
Alajuela,Alajuela,10.02,-84.23,Costa Rica,CR,CRI,Alajuela,,admin,,TRUE,,387743
Canas,Canas,10.43,-85.1,Costa Rica,CR,CRI,Guanacaste,,,,,,20306
La Cruz,La Cruz,11.0704,-85.63,Costa Rica,CR,CRI,Guanacaste,,,,,,4319
Cartago,Cartago,9.87,-83.93,Costa Rica,CR,CRI,Cartago,,admin,,TRUE,,196946
Liberia,Liberia,10.6338,-85.4333,Costa Rica,CR,CRI,Guanacaste,,admin,,TRUE,,45380
Heredia,Heredia,9.992,-84.12,Costa Rica,CR,CRI,Heredia,,admin,,TRUE,,21947
Puerto Limon,Puerto Limon,10,-83.0333,Costa Rica,CR,CRI,Limón,,admin,,TRUE,,85001
Ciudad Cortes,Ciudad Cortes,8.9604,-83.53,Costa Rica,CR,CRI,Puntarenas,,,,,,3850
Golfito,Golfito,8.65,-83.15,Costa Rica,CR,CRI,Puntarenas,,,,,,6777
Quesada,Quesada,10.3305,-84.44,Costa Rica,CR,CRI,Alajuela,,,,,,31106
Puntarenas,Puntarenas,9.9702,-84.8336,Costa Rica,CR,CRI,Puntarenas,,admin,,TRUE,,57102
Havana,Havana,23.132,-82.3642,Cuba,CU,CUB,La Habana,,primary,TRUE,,,2174000
Güines,Guines,22.8361,-82.028,Cuba,CU,CUB,Mayabeque,,minor,,,TRUE,68935
San Antonio de los Baños,San Antonio de los Banos,22.8911,-82.4991,Cuba,CU,CUB,Artemisa,,minor,,,TRUE,42724
Colón,Colon,22.7196,-80.9058,Cuba,CU,CUB,Matanzas,,minor,,,TRUE,63882
Placetas,Placetas,22.3158,-79.6555,Cuba,CU,CUB,Villa Clara,,minor,,,TRUE,55408
Sagua la Grande,Sagua la Grande,22.809,-80.0711,Cuba,CU,CUB,Villa Clara,,minor,,,TRUE,62073
Manzanillo,Manzanillo,20.3438,-77.1166,Cuba,CU,CUB,Granma,,minor,,,TRUE,128188
Morón,Moron,22.1099,-78.6275,Cuba,CU,CUB,Ciego de Ávila,,minor,,,TRUE,66060
Caibarién,Caibarien,22.5158,-79.4722,Cuba,CU,CUB,Villa Clara,,minor,,,TRUE,39140
Artemisa,Artemisa,22.8134,-82.7619,Cuba,CU,CUB,Artemisa,,admin,,TRUE,,68073
Bayamo,Bayamo,20.3795,-76.6433,Cuba,CU,CUB,Granma,,admin,,TRUE,,192632
Camagüey,Camaguey,21.3808,-77.9169,Cuba,CU,CUB,Camagüey,,admin,,TRUE,,347562
Ciego de Ávila,Ciego de Avila,21.84,-78.7619,Cuba,CU,CUB,Ciego de Ávila,,admin,,TRUE,,142027
Cienfuegos,Cienfuegos,22.1444,-80.4403,Cuba,CU,CUB,Cienfuegos,,admin,,TRUE,,186644
Guantánamo,Guantanamo,20.1453,-75.2061,Cuba,CU,CUB,Guantánamo,,admin,,TRUE,,272801
Holguín,Holguin,20.8872,-76.2631,Cuba,CU,CUB,Holguín,,admin,,TRUE,,319102
Matanzas,Matanzas,23.0415,-81.5775,Cuba,CU,CUB,Matanzas,,admin,,TRUE,,146733
Nueva Gerona,Nueva Gerona,21.8837,-82.8,Cuba,CU,CUB,Isla de la Juventud,,admin,,TRUE,,25566
Pinar del Rio,Pinar del Rio,22.4175,-83.6981,Cuba,CU,CUB,Pinar del Río,,admin,,TRUE,,186990
San José de las Lajas,San Jose de las Lajas,22.9614,-82.1511,Cuba,CU,CUB,Mayabeque,,admin,,TRUE,,
Sancti Spíritus,Sancti Spiritus,21.9301,-79.4425,Cuba,CU,CUB,Sancti Spíritus,,admin,,TRUE,,127069
Santa Clara,Santa Clara,22.4,-79.9667,Cuba,CU,CUB,Villa Clara,,admin,,TRUE,,250512
Santiago de Cuba,Santiago de Cuba,20.025,-75.8213,Cuba,CU,CUB,Santiago de Cuba,,admin,,TRUE,,555865
Las Tunas,Las Tunas,20.9601,-76.9544,Cuba,CU,CUB,Las Tunas,,admin,,TRUE,,203684
Banes,Banes,20.9629,-75.7186,Cuba,CU,CUB,Holguín,,minor,,,TRUE,53104
Palma Soriano,Palma Soriano,20.2172,-75.9988,Cuba,CU,CUB,Santiago de Cuba,,minor,,,TRUE,102826
Nuevitas,Nuevitas,21.5456,-77.2644,Cuba,CU,CUB,Camagüey,,,,,,54022
Vila da Ribeira Brava,Vila da Ribeira Brava,16.6167,-24.3,Cabo Verde,CV,CPV,Ribeira Brava,,admin,,TRUE,,
Tarrafal,Tarrafal,16.5667,-24.3667,Cabo Verde,CV,CPV,Tarrafal de São Nicolau,,admin,,TRUE,,
Vila do Maio,Vila do Maio,15.1333,-23.2167,Cabo Verde,CV,CPV,Maio,,admin,,TRUE,,
Vila Nova Sintra,Vila Nova Sintra,14.8667,-24.7167,Cabo Verde,CV,CPV,Brava,,admin,,TRUE,,
Porto dos Mosteiros,Porto dos Mosteiros,15.0333,-24.3333,Cabo Verde,CV,CPV,Mosteiros,,admin,,TRUE,,
São Domingos,Sao Domingos,15.0167,-23.5667,Cabo Verde,CV,CPV,São Domingos,,admin,,TRUE,,
Picos,Picos,15.0833,-23.65,Cabo Verde,CV,CPV,São Salvador do Mundo,,admin,,TRUE,,
Santa Maria,Santa Maria,16.6,-22.9,Cabo Verde,CV,CPV,Sal,,admin,,TRUE,,
São Filipe,Sao Filipe,14.9,-24.5167,Cabo Verde,CV,CPV,São Filipe,,admin,,TRUE,,
Tarrafal,Tarrafal,15.2833,-23.7667,Cabo Verde,CV,CPV,Tarrafal,,admin,,TRUE,,
Praia,Praia,14.9167,-23.5167,Cabo Verde,CV,CPV,Praia,,primary,TRUE,,,113364
Assomada,Assomada,15.1,-23.6833,Cabo Verde,CV,CPV,Santa Catarina,,admin,,TRUE,,
Cidade Velha,Cidade Velha,14.9167,-23.6167,Cabo Verde,CV,CPV,Ribeira Grande de Santiago,,admin,,TRUE,,
Cova Figueira,Cova Figueira,14.8833,-24.3,Cabo Verde,CV,CPV,Santa Catarina do Fogo,,admin,,TRUE,,
Mindelo,Mindelo,16.8838,-25,Cabo Verde,CV,CPV,São Vicente,,admin,,TRUE,,70611
Porto Novo,Porto Novo,17.0254,-25.0666,Cabo Verde,CV,CPV,Porto Novo,,admin,,TRUE,,
Ribeira Grande,Ribeira Grande,17.1856,-25.0724,Cabo Verde,CV,CPV,Ribeira Grande,,admin,,TRUE,,
Pombas,Pombas,17.1503,-25.0201,Cabo Verde,CV,CPV,Paul,,admin,,TRUE,,
Calheta de São Miguel,Calheta de Sao Miguel,15.1833,-23.6,Cabo Verde,CV,CPV,São Miguel,,admin,,TRUE,,
Vila de Sal Rei,Vila de Sal Rei,16.1833,-22.9167,Cabo Verde,CV,CPV,Boa Vista,,admin,,TRUE,,
Willemstad,Willemstad,12.2004,-69.02,Cura袯,CW,CUW,,,primary,TRUE,,,146813
Flying Fish Cove,Flying Fish Cove,-10.4167,105.7167,Christmas Island,CX,CXR,,,primary,TRUE,,,
Lemosos,Lemosos,34.6754,33.0333,Cyprus,CY,CYP,Lemesós,,admin,,TRUE,,154000
Famagusta,Famagusta,35.1205,33.9389,Cyprus,CY,CYP,Ammóchostos,,admin,,TRUE,,
Larnaka,Larnaka,34.917,33.636,Cyprus,CY,CYP,Lárnaka,,admin,,TRUE,,48947
Kyrenia,Kyrenia,35.3363,33.3173,Cyprus,CY,CYP,Kerýneia,,admin,,TRUE,,
Paphos,Paphos,34.7559,32.4225,Cyprus,CY,CYP,Páfos,,admin,,TRUE,,35961
Nicosia,Nicosia,35.1667,33.3666,Cyprus,CY,CYP,Lefkosía,,primary,TRUE,,,224300
Usti Nad Labem,Usti Nad Labem,50.663,14.081,Czechia,CZ,CZE,Ústecký Kraj,,admin,,TRUE,,94105
Pardubice,Pardubice,50.0404,15.76,Czechia,CZ,CZE,Pardubický Kraj,,admin,,TRUE,,107064
Jihlava,Jihlava,49.4004,15.5833,Czechia,CZ,CZE,Vysočina,,admin,,TRUE,,53921
Liberec,Liberec,50.8,15.08,Czechia,CZ,CZE,Liberecký Kraj,,admin,,TRUE,,102175
Prague,Prague,50.0833,14.466,Czechia,CZ,CZE,"Praha, Hlavní Město",,primary,TRUE,,,1162000
Brno,Brno,49.2004,16.61,Czechia,CZ,CZE,Jihomoravský Kraj,,admin,,TRUE,,388277
Pizen,Pizen,49.7404,13.36,Czechia,CZ,CZE,Plzeňský Kraj,,admin,,TRUE,,164180
České Budějovice,Ceske Budejovice,48.98,14.46,Czechia,CZ,CZE,Jihočeský Kraj ,,admin,,TRUE,,98851
Karlovy Vary,Karlovy Vary,50.237,12.875,Czechia,CZ,CZE,Karlovarský Kraj,,admin,,TRUE,,
Ostrava,Ostrava,49.8304,18.25,Czechia,CZ,CZE,Moravskoslezský Kraj ,,admin,,TRUE,,478963
Olomouc,Olomouc,49.63,17.25,Czechia,CZ,CZE,Olomoucký Kraj,,admin,,TRUE,,101268
Hradec Králové,Hradec Kralove,50.206,15.812,Czechia,CZ,CZE,Královéhradecký Kraj,,admin,,TRUE,,95195
Zlín,Zlin,49.2304,17.65,Czechia,CZ,CZE,Zlínský Kraj,,admin,,TRUE,,124610
Berlin,Berlin,52.5218,13.4015,Germany,DE,DEU,Berlin,,primary,TRUE,,,3406000
Cologne,Cologne,50.93,6.95,Germany,DE,DEU,North Rhine-Westphalia,,,,,,1004000
Munich,Munich,48.1299,11.575,Germany,DE,DEU,Bavaria,,admin,,TRUE,,1275000
Potsdam,Potsdam,52.4004,13.07,Germany,DE,DEU,Brandenburg,,admin,,TRUE,,218095
Kiel,Kiel,54.3304,10.13,Germany,DE,DEU,Schleswig-Holstein,,admin,,TRUE,,269427
Wiesbaden,Wiesbaden,50.0804,8.25,Germany,DE,DEU,Hesse,,admin,,TRUE,,617126
Magdeburg,Magdeburg,52.1304,11.62,Germany,DE,DEU,Saxony-Anhalt,,admin,,TRUE,,229826
Bremen,Bremen,53.08,8.8,Germany,DE,DEU,Bremen,,admin,,TRUE,,724909
Hannover,Hannover,52.367,9.7167,Germany,DE,DEU,Lower Saxony,,admin,,TRUE,,722490
Düsseldorf,Dusseldorf,51.2204,6.78,Germany,DE,DEU,North Rhine-Westphalia,,admin,,TRUE,,1220000
Saarbrücken,Saarbrucken,49.2504,6.97,Germany,DE,DEU,Saarland,,admin,,TRUE,,770001
Schwerin,Schwerin,53.6333,11.4167,Germany,DE,DEU,Mecklenburg-Western Pomerania,,admin,,TRUE,,96641
Hamburg,Hamburg,53.55,10,Germany,DE,DEU,Hamburg,,admin,,TRUE,,1757000
Stuttgart,Stuttgart,48.78,9.2,Germany,DE,DEU,Baden-Württemberg,,admin,,TRUE,,2944700
Dresden,Dresden,51.05,13.75,Germany,DE,DEU,Saxony,,admin,,TRUE,,617515
Erfurt,Erfurt,50.9701,11.03,Germany,DE,DEU,Thuringia,,admin,,TRUE,,203254
Mainz,Mainz,49.9825,8.2732,Germany,DE,DEU,Rhineland-Palatinate,,admin,,TRUE,,184997
Rostock,Rostock,54.0704,12.15,Germany,DE,DEU,Mecklenburg-Western Pomerania,,,,,,203080
Kassel,Kassel,51.3,9.5,Germany,DE,DEU,Hesse,,minor,,,TRUE,289924
Dortmund,Dortmund,51.53,7.45,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,588462
Duisburg,Duisburg,51.43,6.75,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,1276757
Essen,Essen,51.45,7.0166,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,1742135
Bonn,Bonn,50.7205,7.08,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,680543
Bielefeld,Bielefeld,52.03,8.53,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,331906
Lübeck,Lubeck,53.8704,10.67,Germany,DE,DEU,Schleswig-Holstein,,minor,,,TRUE,235390
Flensburg,Flensburg,54.7837,9.4333,Germany,DE,DEU,Schleswig-Holstein,,minor,,,TRUE,97930
Emden,Emden,53.3667,7.2167,Germany,DE,DEU,Lower Saxony,,minor,,,TRUE,51526
Wuppertal,Wuppertal,51.25,7.17,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,776525
Münster,Munster,51.9704,7.62,Germany,DE,DEU,North Rhine-Westphalia,,minor,,,TRUE,270184
Osnabrück,Osnabruck,52.2804,8.05,Germany,DE,DEU,Lower Saxony,,minor,,,TRUE,231268
Göttingen,Gottingen,51.5204,9.92,Germany,DE,DEU,Lower Saxony,,minor,,,TRUE,139419
Oldenburg,Oldenburg,53.13,8.22,Germany,DE,DEU,Lower Saxony,,minor,,,TRUE,167458
Stralsund,Stralsund,54.3004,13.1,Germany,DE,DEU,Mecklenburg-Western Pomerania,,minor,,,TRUE,61368
Braunschweig,Braunschweig,52.25,10.5,Germany,DE,DEU,Lower Saxony,,minor,,,TRUE,244715
Bremerhaven,Bremerhaven,53.5504,8.58,Germany,DE,DEU,Bremen,,minor,,,TRUE,137751
Freiburg,Freiburg,48.0004,7.8699,Germany,DE,DEU,Baden-Württemberg,,minor,,,TRUE,254889
Karlsruhe,Karlsruhe,49,8.4,Germany,DE,DEU,Baden-Württemberg,,minor,,,TRUE,377487
Heidelberg,Heidelberg,49.42,8.7,Germany,DE,DEU,Baden-Württemberg,,minor,,,TRUE,426590
Ingolstadt,Ingolstadt,48.7704,11.45,Germany,DE,DEU,Bavaria,,minor,,,TRUE,163325
Passau,Passau,48.567,13.4666,Germany,DE,DEU,Bavaria,,minor,,,TRUE,50560
Rosenheim,Rosenheim,47.8503,12.1333,Germany,DE,DEU,Bavaria,,minor,,,TRUE,92809
Augsburg,Augsburg,48.35,10.9,Germany,DE,DEU,Bavaria,,minor,,,TRUE,358989
Regensburg,Regensburg,49.0204,12.12,Germany,DE,DEU,Bavaria,,minor,,,TRUE,164359
Würzburg,Wurzburg,49.8004,9.95,Germany,DE,DEU,Bavaria,,minor,,,TRUE,168561
Coburg,Coburg,50.2666,10.9666,Germany,DE,DEU,Bavaria,,minor,,,TRUE,61054
Hof,Hof,50.317,11.9167,Germany,DE,DEU,Bavaria,,minor,,,TRUE,56153
Ulm,Ulm,48.4004,10,Germany,DE,DEU,Baden-Württemberg,,minor,,,TRUE,172955
Nürnberg,Nurnberg,49.45,11.08,Germany,DE,DEU,Bavaria,,minor,,,TRUE,737304
Fürth,Furth,49.47,11,Germany,DE,DEU,Bavaria,,minor,,,TRUE,237844
Gießen,Giessen,50.5837,8.65,Germany,DE,DEU,Hesse,,minor,,,TRUE,82358
Mannheim,Mannheim,49.5004,8.47,Germany,DE,DEU,Baden-Württemberg,,minor,,,TRUE,2362000
Frankfurt,Frankfurt,50.1,8.675,Germany,DE,DEU,Hesse,,minor,,,TRUE,2895000
Koblenz,Koblenz,50.3505,7.6,Germany,DE,DEU,Rhineland-Palatinate,,minor,,,TRUE,312633
Chemnitz,Chemnitz,50.83,12.92,Germany,DE,DEU,Saxony,,minor,,,TRUE,302643
Cottbus,Cottbus,51.7704,14.33,Germany,DE,DEU,Brandenburg,,minor,,,TRUE,105067
Jena,Jena,50.9304,11.58,Germany,DE,DEU,Thuringia,,minor,,,TRUE,104712
Gera,Gera,50.8704,12.07,Germany,DE,DEU,Thuringia,,minor,,,TRUE,104659
Leipzig,Leipzig,51.3354,12.41,Germany,DE,DEU,Saxony,,minor,,,TRUE,542529
Tadjoura,Tadjoura,11.7833,42.9,Djibouti,DJ,DJI,Tadjourah,,admin,,TRUE,,22193
Arta,Arta,11.5264,42.8519,Djibouti,DJ,DJI,Arta,,admin,,TRUE,,
Ali Sabih,Ali Sabih,11.1562,42.7125,Djibouti,DJ,DJI,Ali Sabieh,,admin,,TRUE,,40074
Dikhil,Dikhil,11.104,42.372,Djibouti,DJ,DJI,Dikhil,,admin,,TRUE,,12043
Djibouti,Djibouti,11.595,43.148,Djibouti,DJ,DJI,Djibouti,,primary,TRUE,,,923000
Obock,Obock,11.9734,43.2856,Djibouti,DJ,DJI,Obock,,admin,,TRUE,,17776
Vejle,Vejle,55.709,9.535,Denmark,DK,DNK,Syddanmark,,admin,,TRUE,,51177
Hillerød,Hillerod,55.9333,12.3167,Denmark,DK,DNK,Hovedstaden,,admin,,TRUE,,28313
København,Kobenhavn,55.6786,12.5635,Denmark,DK,DNK,Hovedstaden,,primary,TRUE,,,1085000
Viborg,Viborg,56.4333,9.4,Denmark,DK,DNK,Midtjylland,,admin,,TRUE,,34831
Sorø,Soro,55.433,11.5667,Denmark,DK,DNK,Sjælland,,admin,,TRUE,,7167
Roskilde,Roskilde,55.65,12.0833,Denmark,DK,DNK,Sjælland,,minor,,,TRUE,44285
Odense,Odense,55.4004,10.3833,Denmark,DK,DNK,Syddanmark,,minor,,,TRUE,158222
Svendborg,Svendborg,55.0704,10.6167,Denmark,DK,DNK,Syddanmark,,minor,,,TRUE,29180
Esbjerg,Esbjerg,55.467,8.45,Denmark,DK,DNK,Syddanmark,,minor,,,TRUE,72205
Århus,Aarhus,56.1572,10.2107,Denmark,DK,DNK,Midtjylland,,minor,,,TRUE,237551
Aalborg,Aalborg,57.0337,9.9166,Denmark,DK,DNK,Nordjylland,,admin,,TRUE,,122219
Frederikshavn,Frederikshavn,57.4337,10.5333,Denmark,DK,DNK,Nordjylland,,minor,,,TRUE,24103
Roseau,Roseau,15.301,-61.387,Dominica,DM,DMA,Saint George,,primary,TRUE,,,23336
El Seibo,El Seibo,18.764,-69.035,Dominican Republic,DO,DOM,Yuma,,minor,,,TRUE,23547
Cotuí,Cotui,19.059,-70.152,Dominican Republic,DO,DOM,Cibao Sur,,minor,,,TRUE,41641
Pedernales,Pedernales,18.038,-71.741,Dominican Republic,DO,DOM,Enriquillo,,minor,,,TRUE,11072
Neiba,Neiba,18.4666,-71.4166,Dominican Republic,DO,DOM,Enriquillo,,minor,,,TRUE,25731
Jimaní,Jimani,18.493,-71.851,Dominican Republic,DO,DOM,Enriquillo,,minor,,,TRUE,6567
Comendador,Comendador,18.876,-71.707,Dominican Republic,DO,DOM,El Valle,,minor,,,TRUE,43894
Monte Cristi,Monte Cristi,19.867,-71.65,Dominican Republic,DO,DOM,Cibao Noroeste,,minor,,,TRUE,17001
Sabaneta,Sabaneta,19.505,-71.345,Dominican Republic,DO,DOM,Cibao Noroeste,,minor,,,TRUE,16380
Dajabón,Dajabon,19.548,-71.705,Dominican Republic,DO,DOM,Cibao Noroeste,,minor,,,TRUE,16398
Puerto Plata,Puerto Plata,19.7902,-70.6902,Dominican Republic,DO,DOM,Cibao Norte,,minor,,,TRUE,119897
Moca,Moca,19.397,-70.523,Dominican Republic,DO,DOM,Cibao Norte,,minor,,,TRUE,61834
Samaná,Samana,19.212,-69.332,Dominican Republic,DO,DOM,Cibao Nordeste,,minor,,,TRUE,11432
Higuey,Higuey,18.616,-68.708,Dominican Republic,DO,DOM,Yuma,,minor,,,TRUE,123787
Monte Plata,Monte Plata,18.807,-69.784,Dominican Republic,DO,DOM,Higuamo,,minor,,,TRUE,15532
Hato Mayor,Hato Mayor,18.764,-69.257,Dominican Republic,DO,DOM,Higuamo,,minor,,,TRUE,35999
Nagua,Nagua,19.376,-69.847,Dominican Republic,DO,DOM,Cibao Nordeste,,minor,,,TRUE,33862
Salcedo,Salcedo,19.383,-70.4167,Dominican Republic,DO,DOM,Cibao Nordeste,,minor,,,TRUE,45299
Azua,Azua,18.454,-70.729,Dominican Republic,DO,DOM,Valdesia,,minor,,,TRUE,59139
Baní,Bani,18.28,-70.331,Dominican Republic,DO,DOM,Valdesia,,minor,,,TRUE,66709
Bonao,Bonao,18.942,-70.409,Dominican Republic,DO,DOM,Cibao Sur,,minor,,,TRUE,73269
San Francisco de Macorís,San Francisco de Macoris,19.3,-70.25,Dominican Republic,DO,DOM,Cibao Nordeste,,admin,,TRUE,,152538
Mao,Mao,19.552,-71.075,Dominican Republic,DO,DOM,Cibao Noroeste,,admin,,TRUE,,48297
Santo Domingo Este,Santo Domingo Este,18.4885,-69.8571,Dominican Republic,DO,DOM,Ozama,,admin,,TRUE,,
San Cristóbal,San Cristobal,18.416,-70.109,Dominican Republic,DO,DOM,Valdesia,,admin,,TRUE,,154040
La Romana,La Romana,18.417,-68.9666,Dominican Republic,DO,DOM,Yuma,,admin,,TRUE,,208437
Santiago,Santiago,19.5,-70.67,Dominican Republic,DO,DOM,Cibao Norte,,admin,,TRUE,,1550753
Santo Domingo,Santo Domingo,18.4701,-69.9001,Dominican Republic,DO,DOM,Ozama,,primary,TRUE,,,2154000
La Vega,La Vega,19.2166,-70.5166,Dominican Republic,DO,DOM,Cibao Sur,,admin,,TRUE,,163197
San Juan,San Juan,18.807,-71.229,Dominican Republic,DO,DOM,El Valle,,admin,,TRUE,,72950
Barahona,Barahona,18.2004,-71.1,Dominican Republic,DO,DOM,Enriquillo,,admin,,TRUE,,90128
San Pedro de Macorís,San Pedro de Macoris,18.4504,-69.3,Dominican Republic,DO,DOM,Higuamo,,admin,,TRUE,,217899
Bávaro,Bavaro,18.717,-68.45,Dominican Republic,DO,DOM,Yuma,,,,,,795
Béni Ounif,Beni Ounif,32.0493,-1.2514,Algeria,DZ,DZA,Béchar,,,,,,5628
